Date,Close
2010-09-09 00:00:00-04:00,78.21302795410156
2010-09-10 00:00:00-04:00,78.56809997558594
2010-09-13 00:00:00-04:00,79.55619812011719
2010-09-14 00:00:00-04:00,79.54077911376953
2010-09-15 00:00:00-04:00,79.7414779663086
2010-09-16 00:00:00-04:00,79.71060943603516
2010-09-17 00:00:00-04:00,79.78779602050781
2010-09-20 00:00:00-04:00,81.08463287353516
2010-09-21 00:00:00-04:00,80.837646484375
2010-09-22 00:00:00-04:00,80.40535736083984
2010-09-23 00:00:00-04:00,79.7414779663086
2010-09-24 00:00:00-04:00,81.36978912353516
2010-09-27 00:00:00-04:00,80.98174285888672
2010-09-28 00:00:00-04:00,81.5094985961914
2010-09-29 00:00:00-04:00,81.1214370727539
2010-09-30 00:00:00-04:00,80.99724578857422
2010-10-01 00:00:00-04:00,81.27667999267578
2010-10-04 00:00:00-04:00,80.59365844726562
2010-10-05 00:00:00-04:00,82.36326599121094
2010-10-06 00:00:00-04:00,82.22354125976562
2010-10-07 00:00:00-04:00,82.1769790649414
2010-10-08 00:00:00-04:00,82.79788208007812
2010-10-11 00:00:00-04:00,82.65818786621094
2010-10-12 00:00:00-04:00,83.13938903808594
2010-10-13 00:00:00-04:00,83.6361312866211
2010-10-14 00:00:00-04:00,83.3256607055664
2010-10-15 00:00:00-04:00,83.48087310791016
2010-10-18 00:00:00-04:00,84.08625793457031
2010-10-19 00:00:00-04:00,82.75131225585938
2010-10-20 00:00:00-04:00,83.6361312866211
2010-10-21 00:00:00-04:00,83.76033020019531
2010-10-22 00:00:00-04:00,83.96208953857422
2010-10-25 00:00:00-04:00,84.21045684814453
2010-10-26 00:00:00-04:00,84.19490814208984
2010-10-27 00:00:00-04:00,83.93101501464844
2010-10-28 00:00:00-04:00,83.9931411743164
2010-10-29 00:00:00-04:00,84.05519104003906
2010-11-01 00:00:00-04:00,84.10179901123047
2010-11-02 00:00:00-04:00,84.75376892089844
2010-11-03 00:00:00-04:00,85.11077117919922
2010-11-04 00:00:00-04:00,86.70958709716797
2010-11-05 00:00:00-04:00,87.05111694335938
2010-11-08 00:00:00-05:00,86.94244384765625
2010-11-09 00:00:00-05:00,86.2594223022461
2010-11-10 00:00:00-05:00,86.58540344238281
2010-11-11 00:00:00-05:00,86.30602264404297
